Timestamp,Username,Message,Emote Only,Mod,Sub,Prime,Channel
Wed Feb 20 2019 11:16:31 GMT-0500 (Eastern Standard Time),charlieparke,Test,false,true,false,false,#committothebits
Wed Feb 20 2019 11:16:37 GMT-0500 (Eastern Standard Time),charlieparke,I am a god.,false,true,false,false,#committothebits
Wed Feb 20 2019 11:17:00 GMT-0500 (Eastern Standard Time),charlieparke,Test again,false,true,false,false,#committothebits
